performance_id,student_id,subject,assessment_type,assessment_date,marks_obtained,total_marks,percentage,grade_letter
488,1032,Science,Assignment,2025-08-15,58,100,58,D
489,1033,Science,Project,2025-08-15,63,100,63,D
490,1034,Science,Quiz,2025-08-15,67,100,67,D
491,1035,Science,Project,2025-08-15,69,100,69,D
492,1037,Science,Quiz,2025-08-15,73,100,73,C
493,1038,Science,Assignment,2025-08-15,77,100,77,C
494,1039,Science,Project,2025-08-15,83,100,83,B
495,1040,Science,Project,2025-08-15,78,100,78,C
496,1041,Science,Assignment,2025-08-15,61,100,61,D
497,1042,Science,Test,2025-08-15,68,100,68,D
498,1043,Science,Project,2025-08-15,58,100,58,D
499,1044,Science,Project,2025-08-15,81,100,81,B
500,1045,Science,Project,2025-08-15,71,100,71,C
501,1046,Science,Quiz,2025-08-15,64,100,64,D
502,1047,Science,Assignment,2025-08-15,61,100,61,D
503,1048,Science,Assignment,2025-08-15,81,100,81,B
504,1049,Science,Project,2025-08-15,57,100,57,D
505,1050,Science,Project,2025-08-15,87,100,87,B
506,1051,Science,Quiz,2025-08-15,81,100,81,B
507,1052,Science,Project,2025-08-15,67,100,67,D
508,1053,Science,Quiz,2025-08-15,58,100,58,D
509,1055,Science,Test,2025-08-15,88,100,88,B
510,1030,Science,Project,2025-08-25,93,100,93,A
511,1031,Science,Quiz,2025-08-25,71,100,71,C
512,1032,Science,Test,2025-08-25,59,100,59,D
513,1033,Science,Quiz,2025-08-25,69,100,69,D
514,1034,Science,Assignment,2025-08-25,77,100,77,C
515,1035,Science,Project,2025-08-25,77,100,77,C
516,1036,Science,Assignment,2025-08-25,58,100,58,D
517,1037,Science,Quiz,2025-08-25,82,100,82,B
518,1038,Science,Quiz,2025-08-25,74,100,74,C
519,1039,Science,Quiz,2025-08-25,79,100,79,C
520,1041,Science,Quiz,2025-08-25,58,100,58,D
521,1042,Science,Assignment,2025-08-25,70,100,70,C
522,1043,Science,Quiz,2025-08-25,58,100,58,D
523,1044,Science,Project,2025-08-25,71,100,71,C
524,1045,Science,Test,2025-08-25,64,100,64,D
525,1046,Science,Quiz,2025-08-25,73,100,73,C
526,1047,Science,Project,2025-08-25,74,100,74,C
527,1048,Science,Test,2025-08-25,77,100,77,C
528,1049,Science,Test,2025-08-25,79,100,79,C
529,1050,Science,Assignment,2025-08-25,79,100,79,C
530,1051,Science,Quiz,2025-08-25,74,100,74,C
531,1053,Science,Assignment,2025-08-25,92,100,92,A
532,1054,Science,Test,2025-08-25,58,100,58,D
533,1055,Science,Project,2025-08-25,63,100,63,D
534,1030,English,Assignment,2025-08-17,90,100,90,A
535,1031,English,Project,2025-08-17,65,100,65,D
536,1032,English,Test,2025-08-17,72,100,72,C
537,1033,English,Assignment,2025-08-17,59,100,59,D
538,1034,English,Assignment,2025-08-17,63,100,63,D
539,1035,English,Quiz,2025-08-17,66,100,66,D
540,1036,English,Project,2025-08-17,80,100,80,B
541,1037,English,Quiz,2025-08-17,58,100,58,D
542,1038,English,Test,2025-08-17,68,100,68,D
543,1039,English,Quiz,2025-08-17,59,100,59,D
544,1040,English,Project,2025-08-17,80,100,80,B
545,1042,English,Assignment,2025-08-17,78,100,78,C
546,1044,English,Test,2025-08-17,88,100,88,B
547,1045,English,Quiz,2025-08-17,77,100,77,C
548,1046,English,Project,2025-08-17,76,100,76,C
549,1047,English,Test,2025-08-17,67,100,67,D
550,1048,English,Assignment,2025-08-17,58,100,58,D
551,1049,English,Project,2025-08-17,59,100,59,D
552,1051,English,Project,2025-08-17,58,100,58,D
553,1052,English,Quiz,2025-08-17,77,100,77,C
554,1053,English,Test,2025-08-17,75,100,75,C
555,1054,English,Assignment,2025-08-17,59,100,59,D
556,1055,English,Test,2025-08-17,80,100,80,B
557,1031,English,Quiz,2025-08-25,64,100,64,D
558,1032,English,Test,2025-08-25,89,100,89,B
559,1033,English,Quiz,2025-08-25,63,100,63,D
560,1034,English,Quiz,2025-08-25,77,100,77,C
561,1037,English,Quiz,2025-08-25,85,100,85,B
562,1038,English,Quiz,2025-08-25,79,100,79,C
563,1039,English,Project,2025-08-25,79,100,79,C
564,1040,English,Project,2025-08-25,83,100,83,B
565,1041,English,Test,2025-08-25,74,100,74,C
566,1042,English,Test,2025-08-25,84,100,84,B
567,1043,English,Test,2025-08-25,74,100,74,C
568,1044,English,Assignment,2025-08-25,86,100,86,B
569,1046,English,Quiz,2025-08-25,91,100,91,A
570,1047,English,Test,2025-08-25,58,100,58,D
571,1048,English,Test,2025-08-25,85,100,85,B
572,1049,English,Test,2025-08-25,62,100,62,D
573,1050,English,Quiz,2025-08-25,65,100,65,D
574,1051,English,Assignment,2025-08-25,78,100,78,C
575,1052,English,Test,2025-08-25,62,100,62,D
576,1053,English,Assignment,2025-08-25,81,100,81,B
577,1054,English,Test,2025-08-25,77,100,77,C
578,1055,English,Test,2025-08-25,59,100,59,D
579,1030,Social Studies,Quiz,2025-08-08,60,100,60,D
580,1031,Social Studies,Quiz,2025-08-08,72,100,72,C
581,1032,Social Studies,Project,2025-08-08,77,100,77,C
582,1033,Social Studies,Test,2025-08-08,74,100,74,C
583,1034,Social Studies,Quiz,2025-08-08,84,100,84,B
584,1036,Social Studies,Test,2025-08-08,63,100,63,D
585,1037,Social Studies,Quiz,2025-08-08,83,100,83,B
586,1039,Social Studies,Project,2025-08-08,61,100,61,D
587,1040,Social Studies,Assignment,2025-08-08,81,100,81,B
588,1041,Social Studies,Assignment,2025-08-08,86,100,86,B
589,1042,Social Studies,Assignment,2025-08-08,76,100,76,C
590,1043,Social Studies,Project,2025-08-08,81,100,81,B
591,1044,Social Studies,Project,2025-08-08,67,100,67,D
592,1045,Social Studies,Assignment,2025-08-08,85,100,85,B
593,1046,Social Studies,Assignment,2025-08-08,81,100,81,B
594,1047,Social Studies,Assignment,2025-08-08,84,100,84,B
595,1048,Social Studies,Quiz,2025-08-08,82,100,82,B
596,1050,Social Studies,Project,2025-08-08,63,100,63,D
597,1051,Social Studies,Project,2025-08-08,61,100,61,D
598,1052,Social Studies,Quiz,2025-08-08,63,100,63,D
599,1053,Social Studies,Assignment,2025-08-08,67,100,67,D
600,1054,Social Studies,Project,2025-08-08,55,100,55,D
601,1055,Social Studies,Test,2025-08-08,78,100,78,C
602,1030,Social Studies,Test,2025-08-28,67,100,67,D
603,1031,Social Studies,Project,2025-08-28,64,100,64,D
604,1032,Social Studies,Assignment,2025-08-28,65,100,65,D
605,1033,Social Studies,Assignment,2025-08-28,60,100,60,D
606,1035,Social Studies,Project,2025-08-28,88,100,88,B
607,1036,Social Studies,Assignment,2025-08-28,80,100,80,B
608,1037,Social Studies,Quiz,2025-08-28,62,100,62,D
609,1038,Social Studies,Project,2025-08-28,90,100,90,A
610,1039,Social Studies,Quiz,2025-08-28,64,100,64,D
611,1040,Social Studies,Assignment,2025-08-28,90,100,90,A
612,1041,Social Studies,Test,2025-08-28,58,100,58,D
613,1042,Social Studies,Project,2025-08-28,74,100,74,C
614,1044,Social Studies,Test,2025-08-28,55,100,55,D
615,1045,Social Studies,Test,2025-08-28,66,100,66,D
616,1046,Social Studies,Project,2025-08-28,68,100,68,D
617,1047,Social Studies,Project,2025-08-28,88,100,88,B
618,1048,Social Studies,Assignment,2025-08-28,70,100,70,C
619,1049,Social Studies,Assignment,2025-08-28,72,100,72,C
620,1050,Social Studies,Project,2025-08-28,86,100,86,B
621,1051,Social Studies,Quiz,2025-08-28,90,100,90,A
622,1052,Social Studies,Quiz,2025-08-28,82,100,82,B
623,1053,Social Studies,Project,2025-08-28,89,100,89,B
624,1054,Social Studies,Quiz,2025-08-28,71,100,71,C
625,1055,Social Studies,Project,2025-08-28,86,100,86,B
626,1030,Social Studies,Test,2025-08-11,75,100,75,C
627,1031,Social Studies,Assignment,2025-08-11,73,100,73,C
628,1032,Social Studies,Assignment,2025-08-11,71,100,71,C
629,1033,Social Studies,Project,2025-08-11,59,100,59,D
630,1034,Social Studies,Assignment,2025-08-11,79,100,79,C
631,1035,Social Studies,Quiz,2025-08-11,92,100,92,A
632,1036,Social Studies,Test,2025-08-11,86,100,86,B
633,1037,Social Studies,Test,2025-08-11,81,100,81,B
634,1038,Social Studies,Assignment,2025-08-11,85,100,85,B
635,1039,Social Studies,Assignment,2025-08-11,83,100,83,B
636,1041,Social Studies,Test,2025-08-11,77,100,77,C
637,1042,Social Studies,Test,2025-08-11,70,100,70,C
638,1043,Social Studies,Quiz,2025-08-11,61,100,61,D
639,1044,Social Studies,Project,2025-08-11,84,100,84,B
640,1045,Social Studies,Test,2025-08-11,65,100,65,D
641,1046,Social Studies,Project,2025-08-11,74,100,74,C
642,1047,Social Studies,Assignment,2025-08-11,84,100,84,B
643,1048,Social Studies,Assignment,2025-08-11,58,100,58,D
644,1049,Social Studies,Assignment,2025-08-11,59,100,59,D
645,1050,Social Studies,Project,2025-08-11,60,100,60,D
646,1051,Social Studies,Project,2025-08-11,80,100,80,B
647,1053,Social Studies,Quiz,2025-08-11,59,100,59,D
648,1054,Social Studies,Project,2025-08-11,61,100,61,D
649,1055,Social Studies,Test,2025-08-11,85,100,85,B
650,1030,Hindi,Project,2025-08-17,70,100,70,C
651,1031,Hindi,Project,2025-08-17,67,100,67,D
652,1032,Hindi,Project,2025-08-17,81,100,81,B
653,1033,Hindi,Project,2025-08-17,66,100,66,D
654,1034,Hindi,Assignment,2025-08-17,61,100,61,D
655,1035,Hindi,Project,2025-08-17,92,100,92,A
656,1036,Hindi,Assignment,2025-08-17,64,100,64,D
657,1037,Hindi,Project,2025-08-17,64,100,64,D
658,1038,Hindi,Test,2025-08-17,77,100,77,C
659,1039,Hindi,Test,2025-08-17,65,100,65,D
660,1040,Hindi,Quiz,2025-08-17,65,100,65,D
661,1041,Hindi,Assignment,2025-08-17,55,100,55,D
662,1042,Hindi,Quiz,2025-08-17,79,100,79,C
663,1043,Hindi,Project,2025-08-17,78,100,78,C
664,1044,Hindi,Quiz,2025-08-17,58,100,58,D
665,1045,Hindi,Assignment,2025-08-17,89,100,89,B
666,1046,Hindi,Assignment,2025-08-17,83,100,83,B
667,1048,Hindi,Quiz,2025-08-17,80,100,80,B
668,1049,Hindi,Test,2025-08-17,70,100,70,C
669,1051,Hindi,Assignment,2025-08-17,78,100,78,C
670,1052,Hindi,Test,2025-08-17,67,100,67,D
671,1053,Hindi,Assignment,2025-08-17,58,100,58,D
672,1054,Hindi,Assignment,2025-08-17,57,100,57,D
673,1055,Hindi,Quiz,2025-08-17,79,100,79,C
674,1030,Hindi,Project,2025-08-14,80,100,80,B
675,1031,Hindi,Test,2025-08-14,81,100,81,B
676,1032,Hindi,Project,2025-08-14,74,100,74,C
677,1033,Hindi,Quiz,2025-08-14,58,100,58,D
678,1034,Hindi,Quiz,2025-08-14,65,100,65,D
679,1035,Hindi,Assignment,2025-08-14,82,100,82,B
680,1036,Hindi,Project,2025-08-14,57,100,57,D
681,1037,Hindi,Test,2025-08-14,80,100,80,B
682,1038,Hindi,Quiz,2025-08-14,69,100,69,D
683,1039,Hindi,Assignment,2025-08-14,64,100,64,D
684,1040,Hindi,Assignment,2025-08-14,80,100,80,B
685,1041,Hindi,Assignment,2025-08-14,65,100,65,D
686,1042,Hindi,Assignment,2025-08-14,86,100,86,B
687,1043,Hindi,Project,2025-08-14,60,100,60,D
688,1044,Hindi,Project,2025-08-14,67,100,67,D
689,1045,Hindi,Quiz,2025-08-14,69,100,69,D
690,1046,Hindi,Project,2025-08-14,60,100,60,D
691,1047,Hindi,Assignment,2025-08-14,59,100,59,D
692,1048,Hindi,Test,2025-08-14,67,100,67,D
693,1049,Hindi,Project,2025-08-14,71,100,71,C
694,1051,Hindi,Assignment,2025-08-14,82,100,82,B
695,1053,Hindi,Quiz,2025-08-14,83,100,83,B
696,1054,Hindi,Assignment,2025-08-14,79,100,79,C
697,1055,Hindi,Assignment,2025-08-14,88,100,88,B
698,1031,Hindi,Quiz,2025-08-29,91,100,91,A
699,1032,Hindi,Test,2025-08-29,62,100,62,D
700,1033,Hindi,Test,2025-08-29,78,100,78,C
701,1034,Hindi,Test,2025-08-29,64,100,64,D
702,1035,Hindi,Test,2025-08-29,81,100,81,B
703,1036,Hindi,Assignment,2025-08-29,82,100,82,B
704,1037,Hindi,Project,2025-08-29,71,100,71,C
705,1038,Hindi,Assignment,2025-08-29,59,100,59,D
706,1039,Hindi,Project,2025-08-29,68,100,68,D
707,1040,Hindi,Project,2025-08-29,81,100,81,B
708,1041,Hindi,Quiz,2025-08-29,71,100,71,C
709,1043,Hindi,Quiz,2025-08-29,80,100,80,B
710,1044,Hindi,Project,2025-08-29,77,100,77,C
711,1045,Hindi,Assignment,2025-08-29,66,100,66,D
712,1046,Hindi,Assignment,2025-08-29,69,100,69,D
713,1047,Hindi,Project,2025-08-29,64,100,64,D
714,1048,Hindi,Assignment,2025-08-29,61,100,61,D
715,1049,Hindi,Project,2025-08-29,58,100,58,D
716,1050,Hindi,Quiz,2025-08-29,80,100,80,B
717,1051,Hindi,Project,2025-08-29,84,100,84,B
718,1052,Hindi,Quiz,2025-08-29,60,100,60,D
719,1053,Hindi,Test,2025-08-29,74,100,74,C
720,1054,Hindi,Test,2025-08-29,57,100,57,D
721,1055,Hindi,Assignment,2025-08-29,81,100,81,B
722,1030,Computer Science,Assignment,2025-08-25,79,100,79,C
723,1031,Computer Science,Test,2025-08-25,69,100,69,D
724,1033,Computer Science,Assignment,2025-08-25,73,100,73,C
725,1034,Computer Science,Assignment,2025-08-25,74,100,74,C
726,1035,Computer Science,Project,2025-08-25,92,100,92,A
727,1036,Computer Science,Quiz,2025-08-25,60,100,60,D
728,1038,Computer Science,Test,2025-08-25,82,100,82,B
729,1039,Computer Science,Assignment,2025-08-25,68,100,68,D
730,1040,Computer Science,Quiz,2025-08-25,61,100,61,D
731,1041,Computer Science,Project,2025-08-25,84,100,84,B
732,1042,Computer Science,Test,2025-08-25,76,100,76,C
733,1043,Computer Science,Quiz,2025-08-25,66,100,66,D
734,1044,Computer Science,Test,2025-08-25,72,100,72,C
735,1045,Computer Science,Test,2025-08-25,66,100,66,D
736,1047,Computer Science,Quiz,2025-08-25,73,100,73,C
737,1048,Computer Science,Assignment,2025-08-25,78,100,78,C
738,1050,Computer Science,Assignment,2025-08-25,86,100,86,B
739,1051,Computer Science,Test,2025-08-25,88,100,88,B
740,1052,Computer Science,Project,2025-08-25,70,100,70,C
741,1053,Computer Science,Test,2025-08-25,91,100,91,A
742,1054,Computer Science,Assignment,2025-08-25,55,100,55,D
743,1055,Computer Science,Test,2025-08-25,69,100,69,D
744,1030,Computer Science,Test,2025-08-14,91,100,91,A
745,1031,Computer Science,Assignment,2025-08-14,71,100,71,C
746,1032,Computer Science,Quiz,2025-08-14,83,100,83,B
747,1033,Computer Science,Assignment,2025-08-14,67,100,67,D
748,1034,Computer Science,Assignment,2025-08-14,79,100,79,C
749,1035,Computer Science,Quiz,2025-08-14,59,100,59,D
750,1036,Computer Science,Assignment,2025-08-14,77,100,77,C
751,1037,Computer Science,Quiz,2025-08-14,58,100,58,D
752,1038,Computer Science,Assignment,2025-08-14,67,100,67,D
753,1040,Computer Science,Assignment,2025-08-14,69,100,69,D
754,1041,Computer Science,Project,2025-08-14,56,100,56,D
755,1042,Computer Science,Test,2025-08-14,56,100,56,D
756,1043,Computer Science,Test,2025-08-14,70,100,70,C
757,1044,Computer Science,Project,2025-08-14,60,100,60,D
758,1045,Computer Science,Test,2025-08-14,65,100,65,D
759,1046,Computer Science,Assignment,2025-08-14,75,100,75,C
760,1047,Computer Science,Test,2025-08-14,87,100,87,B
761,1048,Computer Science,Assignment,2025-08-14,66,100,66,D
762,1050,Computer Science,Project,2025-08-14,73,100,73,C
763,1051,Computer Science,Assignment,2025-08-14,88,100,88,B
764,1052,Computer Science,Test,2025-08-14,63,100,63,D
765,1053,Computer Science,Assignment,2025-08-14,73,100,73,C
766,1054,Computer Science,Test,2025-08-14,85,100,85,B
767,1055,Computer Science,Quiz,2025-08-14,74,100,74,C
768,1056,Mathematics,Quiz,2025-08-30,90,100,90,A
769,1057,Mathematics,Quiz,2025-08-30,79,100,79,C
770,1058,Mathematics,Quiz,2025-08-30,81,100,81,B
771,1059,Mathematics,Quiz,2025-08-30,57,100,57,D
772,1060,Mathematics,Quiz,2025-08-30,92,100,92,A
773,1061,Mathematics,Test,2025-08-30,71,100,71,C
774,1062,Mathematics,Assignment,2025-08-30,66,100,66,D
775,1063,Mathematics,Project,2025-08-30,72,100,72,C
776,1064,Mathematics,Test,2025-08-30,64,100,64,D
777,1065,Mathematics,Test,2025-08-30,70,100,70,C
778,1066,Mathematics,Test,2025-08-30,71,100,71,C
779,1067,Mathematics,Test,2025-08-30,83,100,83,B
780,1068,Mathematics,Quiz,2025-08-30,67,100,67,D
781,1069,Mathematics,Test,2025-08-30,78,100,78,C
782,1070,Mathematics,Quiz,2025-08-30,58,100,58,D
783,1071,Mathematics,Test,2025-08-30,67,100,67,D
784,1072,Mathematics,Project,2025-08-30,82,100,82,B
785,1073,Mathematics,Assignment,2025-08-30,64,100,64,D
786,1074,Mathematics,Assignment,2025-08-30,60,100,60,D
787,1075,Mathematics,Test,2025-08-30,78,100,78,C
788,1076,Mathematics,Project,2025-08-30,74,100,74,C
789,1077,Mathematics,Test,2025-08-30,68,100,68,D
790,1078,Mathematics,Quiz,2025-08-30,80,100,80,B
791,1081,Mathematics,Test,2025-08-30,77,100,77,C
792,1056,Mathematics,Project,2025-08-15,83,100,83,B
793,1058,Mathematics,Quiz,2025-08-15,61,100,61,D
794,1059,Mathematics,Quiz,2025-08-15,64,100,64,D
795,1060,Mathematics,Quiz,2025-08-15,70,100,70,C
796,1061,Mathematics,Project,2025-08-15,63,100,63,D
797,1063,Mathematics,Quiz,2025-08-15,78,100,78,C
798,1064,Mathematics,Assignment,2025-08-15,69,100,69,D
799,1065,Mathematics,Project,2025-08-15,85,100,85,B
800,1067,Mathematics,Assignment,2025-08-15,78,100,78,C
801,1068,Mathematics,Project,2025-08-15,83,100,83,B
802,1069,Mathematics,Assignment,2025-08-15,61,100,61,D
803,1071,Mathematics,Assignment,2025-08-15,82,100,82,B
804,1072,Mathematics,Test,2025-08-15,66,100,66,D
805,1073,Mathematics,Project,2025-08-15,76,100,76,C
806,1074,Mathematics,Quiz,2025-08-15,77,100,77,C
807,1075,Mathematics,Assignment,2025-08-15,69,100,69,D
808,1076,Mathematics,Test,2025-08-15,73,100,73,C
809,1077,Mathematics,Test,2025-08-15,70,100,70,C
810,1078,Mathematics,Assignment,2025-08-15,61,100,61,D
811,1079,Mathematics,Quiz,2025-08-15,68,100,68,D
812,1080,Mathematics,Project,2025-08-15,88,100,88,B
813,1081,Mathematics,Test,2025-08-15,74,100,74,C
814,1056,Mathematics,Project,2025-08-30,70,100,70,C
815,1057,Mathematics,Assignment,2025-08-30,63,100,63,D
816,1058,Mathematics,Quiz,2025-08-30,86,100,86,B
817,1059,Mathematics,Test,2025-08-30,57,100,57,D
818,1060,Mathematics,Quiz,2025-08-30,71,100,71,C
819,1061,Mathematics,Quiz,2025-08-30,64,100,64,D
820,1062,Mathematics,Test,2025-08-30,77,100,77,C
821,1063,Mathematics,Quiz,2025-08-30,75,100,75,C
822,1064,Mathematics,Test,2025-08-30,69,100,69,D
823,1065,Mathematics,Quiz,2025-08-30,61,100,61,D
824,1066,Mathematics,Project,2025-08-30,70,100,70,C
825,1067,Mathematics,Project,2025-08-30,67,100,67,D
826,1068,Mathematics,Project,2025-08-30,70,100,70,C
827,1070,Mathematics,Quiz,2025-08-30,82,100,82,B
828,1071,Mathematics,Assignment,2025-08-30,59,100,59,D
829,1072,Mathematics,Project,2025-08-30,67,100,67,D
830,1073,Mathematics,Project,2025-08-30,64,100,64,D
831,1074,Mathematics,Test,2025-08-30,68,100,68,D
832,1076,Mathematics,Project,2025-08-30,66,100,66,D
833,1077,Mathematics,Assignment,2025-08-30,84,100,84,B
834,1078,Mathematics,Test,2025-08-30,64,100,64,D
835,1079,Mathematics,Test,2025-08-30,89,100,89,B
836,1080,Mathematics,Project,2025-08-30,74,100,74,C
837,1081,Mathematics,Test,2025-08-30,60,100,60,D
838,1056,Science,Assignment,2025-08-24,93,100,93,A
839,1057,Science,Quiz,2025-08-24,63,100,63,D
840,1058,Science,Project,2025-08-24,66,100,66,D
841,1060,Science,Quiz,2025-08-24,70,100,70,C
842,1062,Science,Project,2025-08-24,80,100,80,B
843,1063,Science,Assignment,2025-08-24,68,100,68,D
844,1064,Science,Assignment,2025-08-24,70,100,70,C
845,1065,Science,Assignment,2025-08-24,72,100,72,C
846,1066,Science,Assignment,2025-08-24,63,100,63,D
847,1067,Science,Project,2025-08-24,74,100,74,C
848,1068,Science,Quiz,2025-08-24,85,100,85,B
849,1069,Science,Assignment,2025-08-24,71,100,71,C
850,1070,Science,Assignment,2025-08-24,63,100,63,D
851,1071,Science,Quiz,2025-08-24,84,100,84,B
852,1072,Science,Test,2025-08-24,78,100,78,C
853,1073,Science,Quiz,2025-08-24,70,100,70,C
854,1074,Science,Project,2025-08-24,87,100,87,B
855,1075,Science,Assignment,2025-08-24,77,100,77,C
856,1076,Science,Assignment,2025-08-24,82,100,82,B
857,1078,Science,Quiz,2025-08-24,71,100,71,C
858,1079,Science,Test,2025-08-24,66,100,66,D
859,1080,Science,Assignment,2025-08-24,64,100,64,D
860,1081,Science,Assignment,2025-08-24,92,100,92,A
861,1056,Science,Assignment,2025-08-25,93,100,93,A
862,1057,Science,Project,2025-08-25,87,100,87,B
863,1058,Science,Test,2025-08-25,63,100,63,D
864,1059,Science,Test,2025-08-25,77,100,77,C
865,1060,Science,Project,2025-08-25,85,100,85,B
866,1061,Science,Project,2025-08-25,58,100,58,D
867,1062,Science,Assignment,2025-08-25,61,100,61,D
868,1063,Science,Project,2025-08-25,69,100,69,D
869,1064,Science,Test,2025-08-25,84,100,84,B
870,1065,Science,Project,2025-08-25,83,100,83,B
871,1066,Science,Assignment,2025-08-25,85,100,85,B
872,1067,Science,Project,2025-08-25,58,100,58,D
873,1068,Science,Project,2025-08-25,66,100,66,D
874,1070,Science,Assignment,2025-08-25,76,100,76,C
875,1071,Science,Test,2025-08-25,59,100,59,D
876,1072,Science,Test,2025-08-25,75,100,75,C
877,1073,Science,Test,2025-08-25,92,100,92,A
878,1074,Science,Test,2025-08-25,68,100,68,D
879,1075,Science,Assignment,2025-08-25,80,100,80,B
880,1076,Science,Test,2025-08-25,74,100,74,C
881,1078,Science,Quiz,2025-08-25,77,100,77,C
882,1079,Science,Assignment,2025-08-25,84,100,84,B
883,1080,Science,Project,2025-08-25,90,100,90,A
884,1081,Science,Test,2025-08-25,82,100,82,B
885,1056,Science,Test,2025-08-31,76,100,76,C
886,1057,Science,Test,2025-08-31,83,100,83,B
887,1058,Science,Assignment,2025-08-31,66,100,66,D
888,1059,Science,Quiz,2025-08-31,84,100,84,B
889,1061,Science,Project,2025-08-31,71,100,71,C
890,1062,Science,Project,2025-08-31,75,100,75,C
891,1064,Science,Quiz,2025-08-31,78,100,78,C
892,1065,Science,Project,2025-08-31,86,100,86,B
893,1066,Science,Project,2025-08-31,65,100,65,D
894,1067,Science,Quiz,2025-08-31,69,100,69,D
895,1068,Science,Test,2025-08-31,86,100,86,B
896,1069,Science,Project,2025-08-31,76,100,76,C
897,1070,Science,Project,2025-08-31,68,100,68,D
898,1072,Science,Project,2025-08-31,62,100,62,D
899,1073,Science,Project,2025-08-31,63,100,63,D
